"prov_name","prov_code","name","codigo","region"
"Santa Fe",82,"Belgrano",7,"Centro"
"Santa Fe",82,"Caseros",14,"Centro"
"Santa Fe",82,"Castellanos",21,"Centro"
"Santa Fe",82,"Constitución",28,"Centro"
"Santa Fe",82,"Garay",35,"Centro"
"Santa Fe",82,"General López",42,"Centro"
"Santa Fe",82,"General Obligado",49,"Centro"
"Santa Fe",82,"Iriondo",56,"Centro"
"Santa Fe",82,"La Capital",63,"Centro"
"Santa Fe",82,"Las Colonias",70,"Centro"
"Santa Fe",82,"9 de Julio",77,"Centro"
"Santa Fe",82,"Rosario",84,"Centro"
"Santa Fe",82,"San Cristóbal",91,"Centro"
"Santa Fe",82,"San Javier",98,"Centro"
"Santa Fe",82,"San Jerónimo",105,"Centro"
"Santa Fe",82,"San Justo",112,"Centro"
"Santa Fe",82,"San Lorenzo",119,"Centro"
"Santa Fe",82,"San Martín",126,"Centro"
"Santa Fe",82,"Vera",133,"Centro"
"Santiago del Estero",86,"Sin especificar",0,"Norte Grande"
"Santiago del Estero",86,"Aguirre",7,"Norte Grande"
"Santiago del Estero",86,"Alberdi",14,"Norte Grande"
"Santiago del Estero",86,"Atamisqui",21,"Norte Grande"
"Santiago del Estero",86,"Avellaneda",28,"Norte Grande"
"Santiago del Estero",86,"Banda",35,"Norte Grande"
"Santiago del Estero",86,"Belgrano",42,"Norte Grande"
"Santiago del Estero",86,"Capital",49,"Norte Grande"
"Santiago del Estero",86,"Copo",56,"Norte Grande"
"Santiago del Estero",86,"Choya",63,"Norte Grande"
"Santiago del Estero",86,"Figueroa",70,"Norte Grande"
"Santiago del Estero",86,"General Taboada",77,"Norte Grande"
"Santiago del Estero",86,"Guasayán",84,"Norte Grande"
"Santiago del Estero",86,"Jiménez",91,"Norte Grande"
"Santiago del Estero",86,"Juan F. Ibarra",98,"Norte Grande"
"Santiago del Estero",86,"Loreto",105,"Norte Grande"
"Santiago del Estero",86,"Mitre",112,"Norte Grande"
"Santiago del Estero",86,"Moreno",119,"Norte Grande"
"Santiago del Estero",86,"Ojo de Agua",126,"Norte Grande"
"Santiago del Estero",86,"Pellegrini",133,"Norte Grande"
"Santiago del Estero",86,"Quebrachos",140,"Norte Grande"
"Santiago del Estero",86,"Río Hondo",147,"Norte Grande"
"Santiago del Estero",86,"Rivadavia",154,"Norte Grande"
"Santiago del Estero",86,"Robles",161,"Norte Grande"
"Santiago del Estero",86,"Salavina",168,"Norte Grande"
"Santiago del Estero",86,"San Martín",175,"Norte Grande"
"Santiago del Estero",86,"Sarmiento",182,"Norte Grande"
"Santiago del Estero",86,"Silípica",189,"Norte Grande"
"Tucumán",90,"Sin especificar",0,"Norte Grande"
"Tucumán",90,"Burruyacú",7,"Norte Grande"
"Tucumán",90,"Cruz Alta",14,"Norte Grande"
"Tucumán",90,"Chicligasta",21,"Norte Grande"
"Tucumán",90,"Famaillá",28,"Norte Grande"
"Tucumán",90,"Graneros",35,"Norte Grande"
"Tucumán",90,"Juan Bautista Alberdi",42,"Norte Grande"
"Tucumán",90,"La Cocha",49,"Norte Grande"
"Tucumán",90,"Leales",56,"Norte Grande"
"Tucumán",90,"Lules",63,"Norte Grande"
"Tucumán",90,"Monteros",70,"Norte Grande"
"Tucumán",90,"Río Chico",77,"Norte Grande"
"Tucumán",90,"Capital",84,"Norte Grande"
"Tucumán",90,"Simoca",91,"Norte Grande"
"Tucumán",90,"Tafí del Valle",98,"Norte Grande"
"Tucumán",90,"Tafí Viejo",105,"Norte Grande"
"Tucumán",90,"Trancas",112,"Norte Grande"
"Tucumán",90,"Yerba Buena",119,"Norte Grande"
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",94,"Sin especificar",0,"Patagonia"
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",94,"Río Grande",7,"Patagonia"
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",94,"Ushuaia",14,"Patagonia"
